SRR2138382_Normal	SRR915775_Normal	SRR915787	SRR915784	SRR2138381_Normal
ENSG00000169895	6.23736	1.84784	0.442243	1.11709	8.55447
ENSG00000173436	327.597	7.00491	4.78901	4.43599	369.488
ENSG00000186439	64.8334	3.63936	6.73591	6.33066	59.0455
ENSG00000197442	1.20765	2.0506	0.918942	1.82086	1.49763
ENSG00000152465	7.25649	1.50076	0.416072	2.01942	7.19855
ENSG00000141905	29.135	2.62531	3.24371	2.95457	32.5474
ENSG00000179222	48.2846	7.60998	5.2004	11.9098	40.009
ENSG00000152240	11.6148	4.14486	0.713933	3.92205	10.5229
ENSG00000183765	2.92318	0.624101	0.355875	1.30992	1.80123
ENSG00000111077	77.1348	8.27378	8.44611	9.94252	70.6916
ENSG00000122863	4.98385	1.13163	0.580559	0.822496	4.94079
ENSG00000147535	7.89944	2.68301	1.10758	4.75466	8.48449
ENSG00000128463	65.6398	9.45667	4.98725	7.99525	89.6235
ENSG00000197798	11.7787	5.37916	1.32567	2.00058	10.6274
ENSG00000138640	7.75864	3.46809	1.6904	4.26774	10.3915
ENSG00000179284	7.74136	0.558367	1.04861	0.86125	4.16994
ENSG00000127083	2.94265	0.036702	0.328249	1.98758	1.88265
ENSG00000151692	1.77998	1.14725	2.31358	3.03187	2.06501
ENSG00000066654	3.90567	1.24758	0.517596	1.31593	4.48612
ENSG00000120533	79.4087	7.76725	1.89017	3.07927	91.7571
ENSG00000171606	9.26775	4.42706	1.71046	1.99047	10.9638
ENSG00000154114	3.70841	1.53182	0.783574	1.03733	3.47459
ENSG00000072201	3.86336	1.48869	1.57111	1.76933	2.59629
ENSG00000112695	672.739	125.006	66.1295	41.3435	806.873
ENSG00000133401	8.22399	2.93496	5.96418	2.63743	10.3593
ENSG00000108424	56.8516	22.3528	5.60724	9.50984	51.3407
ENSG00000087157	8.21752	4.2055	1.57222	4.27017	9.97168
ENSG00000117360	13.0333	1.84423	0.878911	4.6555	17.9051
ENSG00000117036	2.92668	1.31755	0.566023	1.50966	2.65043
ENSG00000108950	4.72017	2.23218	1.45181	3.06466	7.15695
ENSG00000160948	99.8504	15.9488	8.80602	13.2581	89.6212
ENSG00000106012	3.3036	0.892204	0.731891	1.47383	4.72027
ENSG00000198841	2.38288	0.963882	0.191793	0.332489	3.28405
ENSG00000160917	9.33195	3.08581	0.854474	2.47694	13.7745
ENSG00000160469	10.7484	0.328424	0.176211	0.288984	9.51806
ENSG00000126249	7.31266	1.12453	0.160933	0.314076	8.86364
ENSG00000101335	2024.26	141.473	130.747	91.0298	1536.38
ENSG00000146828	4.41596	2.00549	0.510612	2.81078	5.32765
ENSG00000090273	71.5776	3.15959	1.78027	2.36514	64.3594
ENSG00000173456	5.19554	1.05809	0.516005	0.939568	4.92597
ENSG00000176945	3.6844	0.0590771	0.454105	0.665001	0.709569
ENSG00000120053	416.053	33.0858	50.5567	23.6307	376.727
ENSG00000131165	25.6619	9.3268	4.03752	4.57575	23.7917
ENSG00000103257	6.09835	0.807528	0.0461668	0.353033	8.81408
ENSG00000197063	7.71516	0.783098	0.248797	1.15492	7.43063
ENSG00000134108	22.5662	6.72253	3.35104	4.67236	21.1469
ENSG00000137100	64.3997	9.05727	6.28451	6.0799	63.3767
ENSG00000114062	18.4868	15.8238	5.80443	8.31427	18.3364
ENSG00000140044	16.8741	3.65301	0.561597	0.976731	18.6984
ENSG00000123992	74.8081	9.29838	5.89491	5.72856	58.1711
ENSG00000213995	17.0288	1.94673	1.36028	1.93033	16.5446
ENSG00000159363	6.88204	3.38705	1.17208	2.20701	7.27084
ENSG00000049540	182.865	10.5457	4.48953	214.187	69.8
ENSG00000101445	2.80652	0.921297	1.9979	1.14548	2.09919
ENSG00000008869	3.71426	1.86103	1.13155	2.42707	4.45019
ENSG00000027001	24.1608	1.74105	2.04377	1.61687	35.6057
ENSG00000105245	6.04339	1.90969	0.356099	1.71913	6.53922
ENSG00000178764	4.88473	2.82348	3.04885	1.49902	5.89357
ENSG00000164035	15.7053	6.09225	2.82662	5.68962	19.9923
ENSG00000256223	2.75906	1.48206	0.263327	1.4629	3.26569
ENSG00000100647	4.93855	6.971	1.98447	4.59633	6.66632
ENSG00000144535	7.07102	1.03944	1.51043	2.09146	7.75583
ENSG00000168297	7.07512	2.89236	0.802118	1.96183	7.40745
ENSG00000182952	25.2662	8.17177	2.35083	3.61983	29.1583
ENSG00000183495	4.4905	1.29885	0.679164	1.47854	5.57808
ENSG00000087263	11.9448	1.58713	1.45812	3.1684	10.0911
ENSG00000162607	3.45808	1.28056	0.316053	1.0851	3.91085
ENSG00000171530	132.515	1.04569	0	0.908904	172.772
ENSG00000046653	2.34167	1.46912	0.333884	0.850482	2.68222
ENSG00000054277	2.99355	1.4987	0.253097	0.726551	2.68107
ENSG00000137070	41.9353	2.01719	2.19735	4.3998	34.3441
ENSG00000164961	12.126	1.96683	0.984792	2.22634	11.8494
ENSG00000181192	4.98859	2.19527	2.44896	3.01675	4.37036
ENSG00000149084	45.2136	14.8948	5.94637	12.172	33.9702
ENSG00000143867	21.7738	1.31399	0.176907	4.72771	25.9088
ENSG00000204604	0.958361	2.23951	0.438605	0.591167	0.736633
ENSG00000177728	24.8164	5.2885	2.54759	3.81026	25.2791
ENSG00000214160	18.5344	9.28413	1.37159	3.6776	15.6112
ENSG00000100711	37.3399	6.40614	3.71292	3.97677	32.306
ENSG00000110400	1.72004	0.476827	0.939846	0.525549	1.80266
ENSG00000176531	4.00539	0.587864	0.0941164	0.855766	3.00324
ENSG00000136628	36.9766	3.70043	2.7404	3.51688	42.3066
ENSG00000104936	266.955	27.4463	9.01185	10.0845	160.768
ENSG00000172006	2.28347	0.585941	0.372567	1.24387	2.58926
ENSG00000162076	22.7031	1.31261	1.66734	2.26459	27.2406
ENSG00000120063	2.92552	3.08719	1.10493	2.739	3.08452
ENSG00000152219	9.80976	1.26971	0.996074	1.7525	10.8564
ENSG00000009780	3.34676	1.60804	0.3967	1.28319	3.32608
ENSG00000142534	1149.82	112.014	35.9237	75.4289	1015.63
ENSG00000106003	2.93107	1.20108	0.458247	1.41127	2.8742
ENSG00000069943	2.17074	2.5978	0.690048	3.80132	2.30715
ENSG00000145431	3.45353	2.38855	0.818968	2.42778	2.88107
ENSG00000101265	2.68143	3.5297	0.379253	3.75521	2.41809
ENSG00000087269	7.74904	2.12587	0.392606	1.04637	7.78087
ENSG00000181381	2.21871	2.2926	0.539931	2.00872	2.74555
ENSG00000149923	29.9791	14.8766	2.64596	6.86443	29.1596
ENSG00000156469	22.3298	3.4625	0.372919	1.30756	18.7551
ENSG00000204348	12.8962	1.0812	0.777872	1.77506	16.6761
ENSG00000115211	24.3284	11.0923	2.19499	3.53505	24.1862
ENSG00000130940	10.6982	1.82446	1.1973	0.687854	13.4843
ENSG00000111726	32.4905	2.05326	0.923865	1.42583	30.4271
ENSG00000151292	2.6393	5.1149	1.61451	4.34617	1.97396
ENSG00000187531	5.30576	1.96634	0.392737	1.52865	4.92223
ENSG00000163520	124.21	3.77559	4.0385	10.4862	50.5353
ENSG00000134480	26.4928	8.81939	2.37712	5.78833	27.4325
ENSG00000024862	7.90786	0.922678	1.10322	0.885441	9.58651
ENSG00000153561	13.6436	9.13953	8.3559	4.89947	10.1036
ENSG00000197635	0.432686	0.167436	0.720902	0.48113	0.444368
ENSG00000135778	59.895	2.58476	1.47904	3.38126	44.2602
ENSG00000134318	2.98524	5.07449	1.36641	3.38974	3.64617
ENSG00000073111	2.43164	0.657583	0.381707	0.478102	2.9439
ENSG00000140395	28.1047	12.6037	2.96801	5.84436	36.4822
ENSG00000128596	4.63493	2.32057	2.10677	1.297	2.14446
ENSG00000128699	23.9966	5.35926	1.15033	3.33104	28.3446
ENSG00000112511	54.3899	5.87767	2.80096	4.57775	64.4625
ENSG00000197785	10.3324	1.06637	0.780317	0.308821	9.96336
ENSG00000169032	21.546	16.8917	0.939441	3.34498	19.3678
ENSG00000119383	94.7183	12.0875	7.0294	10.6537	92.018
ENSG00000147789	6.2265	1.85526	1.215	2.18077	8.6803
ENSG00000099203	34.3308	2.72486	1.63739	2.11741	24.846
ENSG00000172977	29.4943	9.50953	4.13437	4.21081	35.3453
ENSG00000030110	11.7088	1.50343	0.37917	1.26003	9.77608
ENSG00000034533	1.66717	1.6097	0.708614	0.835482	3.88176
ENSG00000157045	40.425	12.2768	4.86774	3.91849	38.3659
ENSG00000081014	1.65784	1.59623	0.605638	0.879411	1.33872
ENSG00000183067	2.57346	0.56156	0.379648	0	4.37566
ENSG00000143569	31.0283	6.85884	4.11854	6.42421	38.9271
ENSG00000118292	19.6448	2.1145	1.27141	3.74414	18.6979
ENSG00000135452	41.704	2.01778	1.39717	2.21223	47.5608
ENSG00000100888	20.9358	4.23259	3.05621	3.51529	19.3763
ENSG00000100916	5.13336	0.662637	0.268635	0.359107	5.72371
ENSG00000111912	2.76133	1.47859	0.984532	3.35623	3.62751
ENSG00000116668	1.18573	0.507472	0.185498	0.47443	0.929501
ENSG00000267796	6.56883	1.70027	0.189343	2.22226	7.63191
ENSG00000197713	9.78968	5.96875	1.53578	4.44657	6.10861
ENSG00000116922	6.488	2.54999	0.347143	2.42375	4.71975
ENSG00000128284	20.3155	2.88746	1.74907	3.72069	20.4127
ENSG00000136682	20.7401	1.8973	0.438531	1.26382	20.7607
ENSG00000142512	0.187277	0.717177	0.124701	0.513823	0.191827
ENSG00000149273	915.396	340.785	55.578	134.871	816.864
ENSG00000181722	2.44612	10.4962	7.01859	12.9152	2.91276
ENSG00000133789	6.15159	1.25267	1.31859	2.63362	5.65649
ENSG00000136643	3.39867	2.90121	0.59773	1.77818	3.12392
ENSG00000196440	4.70253	0.312049	0.194347	1.64531	6.09084
ENSG00000273590	12.5571	0.7536	0.448649	1.41433	14.0313
ENSG00000155962	5.01904	2.56769	0.575521	1.33076	5.68071
ENSG00000257017	15.863	2.02592	2.49015	6.13895	5.0839
ENSG00000125772	4.58645	3.47253	1.96627	3.39369	7.27483
ENSG00000007541	9.71319	2.09069	0.969246	1.76314	9.99641
ENSG00000175287	28.1586	2.77255	2.33061	1.71651	28.0664
ENSG00000155506	21.8782	13.841	7.30744	7.92951	22.9638
ENSG00000155975	27.9288	9.97125	2.64074	3.36991	25.7467
ENSG00000241878	11.809	4.96049	1.00042	3.89958	13.0811
ENSG00000001561	3.35124	2.7585	0.590698	0.805866	4.32534
ENSG00000146648	2.45874	1.92651	2.88588	2.15866	2.38984
ENSG00000112306	738.329	218.253	28.4607	77.0716	621.372
ENSG00000127948	23.1774	7.65109	2.0666	3.54317	21.3358
ENSG00000020256	2.19499	0.87669	0.281668	0.765808	2.43884
ENSG00000115145	2.3174	4.41517	1.73618	5.15925	2.62634
ENSG00000188191	9.72196	0.618844	0.448564	0.840419	9.71739
ENSG00000138031	21.7721	2.96642	1.8259	3.81836	28.1829
ENSG00000108479	11.4754	3.50612	0.302783	1.52041	10.5793
ENSG00000196267	1.59687	0.527673	0.198878	0.590728	2.43918
ENSG00000167994	10.0953	1.06837	0.424574	1.78849	17.6252
ENSG00000164761	2.00165	52.2574	0.52562	2.76207	5.19566
ENSG00000117533	3.67305	0.555807	0.51011	0.56206	3.29536
ENSG00000170175	14.461	1.58925	0.441324	1.56462	8.05594
ENSG00000198420	6.18569	1.64509	1.82221	1.96603	4.54598
ENSG00000141569	3.61436	1.32171	0.597201	1.489	3.5541
ENSG00000184182	59.1207	13.4308	2.57902	5.38973	65.5129
ENSG00000119953	9.28276	2.06728	0.521234	1.35737	8.22578
ENSG00000130703	13.737	3.25583	3.42426	6.17237	12.896
ENSG00000126814	2.08415	0.310143	0.121001	0.453578	2.0449
ENSG00000188994	1.30267	3.30041	1.25972	3.8187	1.18944
ENSG00000164920	1.07313	0.115831	0	0.512673	0.678319
ENSG00000105497	1.06599	4.42157	0.96547	1.4007	1.02907
ENSG00000131023	1.11429	2.58504	1.15024	2.61739	1.36171
ENSG00000074842	28.1799	9.28264	1.87125	4.27588	28.4617
ENSG00000123159	53.3615	8.07106	4.8385	4.37629	36.7178
ENSG00000013375	6.12527	11.8129	1.96172	6.5797	7.22155
ENSG00000169193	3.03412	1.60512	0.845286	1.32584	1.9541
ENSG00000109680	2.68082	1.34208	0.28993	1.77162	2.68325
ENSG00000197045	6.07144	9.03004	0.756806	2.64148	5.39432
ENSG00000007350	5.37057	1.04699	0.473477	0.227895	7.13622
ENSG00000163682	769.9	303.717	44.5982	71.2695	688.081
ENSG00000205403	10.518	1.87111	0.752002	5.05626	11.0197
ENSG00000136754	7.2598	9.54837	1.70699	4.10327	7.02796
ENSG00000163904	8.57544	1.05931	1.26172	1.22361	8.99871
ENSG00000153395	6.71191	1.25028	0.0890039	1.25692	7.437
ENSG00000198894	11.7342	3.01364	3.37703	2.90231	10.8692
ENSG00000115233	25.4192	13.5626	2.86978	3.0376	27.2117
ENSG00000125868	418.319	5.44452	4.74126	6.68325	416.572
ENSG00000135269	8.43856	9.05507	0.835162	2.77085	10.1355
ENSG00000111786	32.7647	4.80436	2.02936	2.93791	37.0173
ENSG00000198556	3.50806	1.40942	0.640774	0.915221	3.34772
ENSG00000141258	24.4853	2.61259	1.3805	1.7596	27.8582
ENSG00000179833	3.62834	2.36592	0.653361	1.31683	4.5318
ENSG00000135736	4.43505	0.5606	0.201287	0.226727	3.35024
ENSG00000084693	3.99486	1.64262	0.741024	2.29324	4.73983
ENSG00000204577	2.19324	4.22053	0.18224	2.56074	5.75304
ENSG00000198840	60367.7	2588.31	759.017	1834.49	59524.3
ENSG00000011304	35.5437	13.1349	3.38302	7.9019	38.2456
ENSG00000110497	4.86619	1.67665	1.18603	2.82178	4.70862
ENSG00000167106	10.0129	1.32549	0.935766	2.62936	7.69663
ENSG00000129824	179.361	0.246782	8.00321	19.8978	0.343792
ENSG00000138663	38.101	6.30958	2.25033	3.46061	35.1623
ENSG00000154447	1.59239	6.24332	0.966928	2.12517	1.87178
ENSG00000159840	42.5087	8.43662	2.50864	4.33722	49.9902
ENSG00000158710	130.821	60.3958	8.6342	33.1644	164.778
ENSG00000197956	927.953	102.985	23.543	58.8953	519.805
ENSG00000063241	63.9993	5.25898	2.58061	4.33661	46.8723
ENSG00000145555	1.04526	0.526458	0.617814	1.93879	1.22578
ENSG00000114978	13.1062	9.35336	1.1367	4.81938	9.85837
ENSG00000137288	201.068	32.9723	13.9428	20.775	202.087
ENSG00000072840	1.48897	0.183756	0.376693	1.03558	1.80262
ENSG00000133574	15.5546	8.47739	1.24747	4.36075	18.8315
ENSG00000197694	115.69	14.5954	14.564	26.8357	120.911
ENSG00000166997	9.7374	1.44627	1.03558	2.85287	7.35554
ENSG00000132591	28.6732	8.7755	2.7229	3.92768	24.6207
ENSG00000022840	322.539	18.4696	9.49923	17.565	327.906
ENSG00000177675	2.91615	2.43834	0.800977	3.07427	5.46817
ENSG00000163166	13.9756	1.36044	0.775072	2.56877	14.3026
ENSG00000147257	6.81342	0.49186	0.261584	3.50109	3.59977
ENSG00000172586	33.2797	5.53444	1.20492	2.25359	32.1436
ENSG00000176894	21.9281	2.53919	2.82193	1.35842	23.321
ENSG00000100109	18.1651	7.42109	1.90672	3.54881	16.4474
ENSG00000261371	43.1327	15.7669	6.72882	19.8653	18.6578
ENSG00000010072	2.9087	3.13594	0.477104	0.957114	1.7605
ENSG00000141161	57.4041	2.60037	6.68842	3.37009	33.2504
ENSG00000142230	34.3257	6.42816	2.61829	4.60432	30.7109
ENSG00000105197	73.8681	16.9212	5.80828	7.58281	55.539
ENSG00000179144	13.7894	2.40005	0.739831	1.7278	20.5595
ENSG00000128609	172.07	3.19589	2.30996	2.47611	164.371
ENSG00000132356	4.96757	9.0685	3.28206	3.91555	5.17506
ENSG00000116747	4.73811	9.46486	2.65047	6.39785	3.78059
ENSG00000069869	7.90721	30.1371	23.3504	29.8356	7.20266
ENSG00000186591	21.9207	2.68812	4.27924	5.24586	23.6569
ENSG00000141424	7.0733	4.60416	0.763495	3.09039	5.26138
ENSG00000129696	3.6894	0.70072	0.529423	0.587287	3.16929
ENSG00000140463	11.0052	1.48516	1.21968	1.1723	8.34265
ENSG00000177697	260.057	35.4684	15.2053	23.2312	273.589
ENSG00000147894	3.15126	1.94601	0.581562	1.71466	3.20553
ENSG00000271447	3.36817	0.047228	0.37537	0.935327	0.441531
ENSG00000113621	58.3147	5.44748	1.35212	5.0685	59.8469
ENSG00000173451	2.20496	0.275301	0.109268	0.489135	2.68645
ENSG00000170271	13.5022	1.19415	1.8978	3.45077	10.4431
ENSG00000127720	3.65408	0.466122	1.35551	0.981797	3.74347
ENSG00000048342	11.1825	1.08455	0.42554	1.82736	6.65786
ENSG00000151743	11.104	3.47797	0.871346	2.34601	7.46918
ENSG00000242574	13.0741	6.42091	0.780403	7.44904	12.9339
ENSG00000160111	9.90753	0.911589	0.515075	0.515593	4.39342
ENSG00000170903	7.164	4.85295	1.828	1.90266	3.91359
ENSG00000146587	1.62616	1.30127	0.476959	1.43045	1.81386
ENSG00000179195	20.8643	6.26989	4.41534	5.59464	22.706
ENSG00000049130	1.1827	1.45673	0.738116	1.65424	0.783581
ENSG00000197780	23.8797	3.18066	1.48129	1.87046	20.7949
ENSG00000186577	25.1863	3.83689	3.74902	3.11821	17.2559
ENSG00000198722	5.0807	1.39627	0.84038	0.959646	5.44204
ENSG00000106018	8.92497	0.399249	0.876558	0.414511	6.93324
ENSG00000135407	2.28214	0.651153	0.684067	1.62016	2.5814
ENSG00000211938	0.189659	0	1.52532e-60	2.04404e-29	0.356082
ENSG00000166848	35.2546	5.42077	3.21824	4.36883	32.2952
ENSG00000103502	63.4606	8.04098	3.91326	6.52676	44.7558
ENSG00000108344	48.662	13.4804	3.62039	5.60003	49.2464
ENSG00000173267	32.8807	0.251733	0.270579	0.257363	19.2967
ENSG00000031003	4.77766	5.4548	1.169	2.58449	5.75418
ENSG00000111275	195.425	19.6951	12.5702	11.9161	188.977
ENSG00000037280	3.1794	0.717801	0.92697	1.6012	2.38945
ENSG00000107185	5.67514	2.41366	1.82251	2.71672	5.48215
ENSG00000156482	817.524	133.251	23.3197	60.2712	803.03
ENSG00000101577	2.43279	1.61641	0.287926	1.57795	1.74887
ENSG00000162869	7.44278	0.882795	0.455403	1.45149	7.5073
ENSG00000080608	10.2122	3.88555	1.2918	1.76276	18.3597
ENSG00000106367	11.5847	2.04716	0.368645	3.2881	9.2721
ENSG00000103852	7.93805	1.28299	1.0694	3.5673	6.19801
ENSG00000108094	10.0632	4.42722	0.881239	1.68287	7.64665
ENSG00000177380	5.77199	0.249898	0.112438	0.174992	4.68825
ENSG00000184831	59.9402	6.39737	3.30814	2.87953	66.9387
ENSG00000063244	47.5944	6.99666	2.08678	3.57689	52.1412
ENSG00000175701	185.553	13.8453	8.78096	6.87837	92.4351
ENSG00000077463	6.60234	2.26459	0.621287	0.830112	6.67869
ENSG00000164463	1.40821	2.05491	2.28863	2.66252	1.89557
ENSG00000169612	6.32676	1.44358	0.290282	0.783741	7.81634
ENSG00000100906	44.6809	17.7991	12.2675	19.5451	44.7721
ENSG00000155755	9.0706	2.32342	1.35006	1.41377	6.25527
ENSG00000104964	1439.11	92.2356	67.3576	52.8492	1500.95
ENSG00000109016	21.7929	5.1091	3.08133	3.02742	35.6644
ENSG00000154822	6.72808	3.01569	2.70819	2.37026	7.12294
ENSG00000166579	14.6242	7.19535	1.44245	6.60872	20.9597
ENSG00000263020	2.85159	0.656979	0.301171	0.851898	4.77233
ENSG00000241404	10.8584	0.246231	0.330194	1.7602	18.3786
ENSG00000071575	10.2074	4.15143	1.13844	5.43765	13.9154
ENSG00000124701	80.5894	8.50645	8.22492	5.85168	134.442
ENSG00000107562	76.6634	16.4882	7.23367	39.7798	92.6236
ENSG00000041988	9.77245	1.44607	0.67147	1.54486	7.86806
ENSG00000132680	9.98989	3.78793	1.78674	3.70285	11.9054
ENSG00000239857	17.5585	0.792962	0.775711	1.30918	17.7842
ENSG00000116678	1.42745	0.612049	0.368372	0.979177	0.918741
ENSG00000148572	6.06455	1.67524	0.27038	1.77049	7.16748
ENSG00000107862	7.52343	5.86587	2.96077	4.11954	7.32944
ENSG00000179564	11.2814	0.372469	0.889892	1.15583	5.1313
ENSG00000072121	3.12498	2.33725	0.95775	2.45424	2.49042
ENSG00000280252	5.73555	2.25403	1.8829	3.84084	4.79602
ENSG00000240184	22.8631	5.7049	2.09212	3.10434	20.5841
ENSG00000141506	1.19476	5.60965	0.871235	1.79706	0.82989
ENSG00000180628	13.8869	14.6976	4.13027	3.78902	19.7318
ENSG00000025770	17.3524	3.34145	1.72438	2.91127	15.9794
ENSG00000170142	32.5767	11.5309	4.64168	6.5701	34.8941
ENSG00000101365	118.195	22.764	10.9983	7.22162	129.147
ENSG00000092439	5.42735	2.83133	1.54773	3.0796	5.44731
ENSG00000273899	8.22536	1.49002	0.959593	0.934697	10.8286
ENSG00000144785	3.12173	1.7833	2.51763e-26	0.538724	5.15019
ENSG00000180071	0.0981906	0.430964	0.300884	0.188298	0.272066
ENSG00000173156	22.8716	4.04667	1.29006	1.19557	21.805
ENSG00000134333	265.612	248.192	24.1431	44.924	425.972
ENSG00000104886	50.7801	4.66091	2.4375	2.88795	42.1308
ENSG00000172534	6.82328	1.51469	0.872988	1.68303	7.0245
ENSG00000204822	124.48	9.03435	4.19715	3.51969	107.788
ENSG00000174136	1.26587	0.67064	0.200941	1.18723	1.66122
ENSG00000138080	16.269	2.80931	0.467936	2.59625	18.9941
ENSG00000174502	5.72874	0.108529	0.814507	0.15428	8.09908
ENSG00000154553	223.538	32.4798	11.0948	27.7905	389.564
ENSG00000104299	7.60236	1.99254	0.554513	1.81775	6.37315
ENSG00000117595	5.21624	0.389869	1.35722	2.20903	4.13108
ENSG00000167395	1.56366	1.04679	0.545081	0.470719	1.1781
ENSG00000169410	5.5266	1.28479	1.94229	2.62662	5.1621
ENSG00000010256	631.855	84.6493	66.0231	32.237	664.705
ENSG00000089041	0.385354	1.13255	0.170148	0.834899	0.404539
ENSG00000116062	4.06612	1.89391	0.874098	2.0575	4.18369
ENSG00000134644	7.57124	5.07363	3.80153	5.44638	6.1582
ENSG00000171603	24.6276	3.43045	2.7069	5.28595	20.2312
ENSG00000172831	25.313	4.74889	2.66451	1.86332	28.565
ENSG00000177030	14.1	1.53914	0.962401	2.06643	17.5108
ENSG00000102362	5.66541	1.17398	0.7504	1.77888	3.9563
ENSG00000182173	7.21879	2.9746	0.432334	2.37798	9.40108
ENSG00000128274	38.7062	8.43079	1.80247	2.82858	24.0644
ENSG00000072518	10.2448	6.4541	2.25263	3.78815	10.0554
ENSG00000136425	56.9722	2.86507	0.469339	0.706839	65.07
ENSG00000187147	42.0905	8.45597	2.51851	5.2925	41.3587
ENSG00000142046	9.98777	0.141101	0.243194	0.71834	5.2019
ENSG00000113240	5.70095	2.13707	1.57048	2.35772	6.41387
ENSG00000155438	22.5661	12.5747	1.17372	1.07302	24.4367
ENSG00000154589	5.41133	5.90107	0	1.72354	7.47694
ENSG00000188659	0.677297	0.0283806	0	0.0567145	2.35414
ENSG00000100023	9.4909	3.76511	2.56858	2.53848	11.431
ENSG00000178802	73.2188	4.27351	4.03851	4.93373	38.4614
ENSG00000163823	1.39169	3.43864	0.0292815	2.55901	3.91429
ENSG00000110911	11.6383	7.60311	1.99677	5.48361	12.6405
ENSG00000141552	147.262	17.8718	7.45027	6.4844	130.46
ENSG00000275993	6.61128	0.644415	0.492022	1.02777	3.62205
ENSG00000145833	7.14884	1.78887	1.13413	2.63129	7.26707
ENSG00000211772	3.30696	0.376663	0.239295	2.85508	2.69598
ENSG00000100288	24.7484	4.71117	3.10702	3.99412	46.1568
ENSG00000143442	7.49895	3.91057	4.93179	8.14324	10.263
ENSG00000198482	2.55651	1.92751	2.13506	3.35662	2.59155
ENSG00000164815	3.28934	2.0808	0.276224	1.51674	3.2199
ENSG00000117602	0.676684	0.652921	0.338623	0.566432	1.13506
ENSG00000198492	12.7082	1.31499	1.00026	1.17238	14.1888
ENSG00000171174	2.11178	0.322654	0.421097	0.432681	3.84632
ENSG00000198920	1.2077	0.885145	0.421926	2.052	1.23256
ENSG00000153914	6.05239	1.79431	2.42107	2.96036	7.56244
ENSG00000167646	8.32889	0	5.04929	0.394575	2.50431
ENSG00000197816	2.38136	0.811651	0.541606	1.09534	3.72893
ENSG00000198258	474.94	61.7089	23.2354	30.4858	500.141
ENSG00000118518	20.0037	7.1292	3.29265	5.29345	20.5638
ENSG00000173264	35.3095	3.41442	1.10417	4.20382	33.0925
ENSG00000189091	52.0186	23.9932	7.85581	11.4635	44.4478
ENSG00000069974	3.52465	1.65529	0.838026	1.64344	5.5889
ENSG00000005059	29.2575	2.28109	0.533257	1.63678	13.2606
ENSG00000058085	1.05278	6.14472	0.0729477	0.297218	1.86835
ENSG00000140398	14.1568	0.903597	0.78842	2.38632	12.5549
ENSG00000198740	5.08375	1.73271	0.825295	2.47294	7.10858
ENSG00000162851	6.73742	1.53183	0.530794	0.657596	6.29641
ENSG00000172216	18.1795	6.60563	1.20735	3.21962	19.272
ENSG00000211456	5.47883	5.5532	1.75629	3.28807	5.78233
ENSG00000180509	1.95512	0.469341	0.533471	0.99215	2.53659
ENSG00000049860	66.7975	5.74761	2.23171	4.28574	55.868
ENSG00000143106	89.8073	17.1556	1.82243	4.17651	77.5704
ENSG00000106546	1.29721	8.8552	1.48686	13.4369	1.74377
ENSG00000100528	71.0082	8.01771	4.24392	5.22609	72.2052
ENSG00000165792	28.4983	3.13503	2.07887	3.50846	38.5336
ENSG00000136161	7.47788	1.2699	0.656014	1.81841	5.37379
ENSG00000198858	14.577	3.48281	0.965008	1.44683	19.8516
ENSG00000204161	26.5297	3.61735	1.85868	2.93425	18.5364
ENSG00000075399	7.59557	0.877148	1.52889	1.40741	10.0534
ENSG00000125347	6.05737	3.60376	1.48965	2.15997	27.2328
ENSG00000172795	1.79302	3.27451	0.253571	4.90175	2.3775
ENSG00000168255	68.4818	15.7275	7.61289	9.55742	105.102
ENSG00000083814	3.71203	0.614421	0.495023	1.03186	4.71778
ENSG00000163864	10.7054	0.421699	1.13634	1.06749	13.6311
ENSG00000078369	74.2866	31.7117	11.4577	22.8351	64.2162
ENSG00000058729	17.5692	3.82745	1.02653	2.41377	17.539
ENSG00000262814	141.6	18.407	6.93818	5.22418	114.039
ENSG00000121879	1.66747	4.80229	1.71905	2.08418	1.15196
ENSG00000124459	2.22753	1.25439	0.809365	1.00701	2.21751
ENSG00000175137	9.68777	3.72978	0.892229	1.47229	7.33394
ENSG00000197782	6.84018	1.53668	0.653559	1.21834	6.33791
ENSG00000152332	1.97809	2.40205	0.390747	1.39058	2.43178
ENSG00000204435	83.2712	10.6545	4.04233	6.6506	80.2416
ENSG00000092445	13.999	3.51398	0.559004	1.55773	4.23098
ENSG00000132879	12.3907	0.461177	1.45371	1.24331	14.3778
ENSG00000280230	2.9185	4.15292	2.01587	3.70209	1.66438
ENSG00000198625	3.56031	4.66121	2.71971	4.37053	5.4596
ENSG00000135404	1164.9	164.161	18.0282	69.2903	1031.8
ENSG00000100234	224.334	27.8989	6.53311	17.2397	99.8897
ENSG00000170759	15.5973	4.51427	3.06235	7.0921	13.4352
ENSG00000125648	26.0868	8.12138	5.57157	4.28936	29.7549
ENSG00000156531	1.31514	1.15977	0.296728	1.17309	1.17339
ENSG00000164659	1.9191	1.4258	0.981703	7.02489	1.33276
ENSG00000141562	60.7476	2.79236	2.65203	4.15774	56.6644
ENSG00000189306	12.6545	5.5972	1.20366	0.980339	13.2868
ENSG00000173457	105.374	41.0264	3.14105	6.83416	92.4046
ENSG00000239474	103.844	19.6662	4.62249	2.52554	116.817
ENSG00000136100	9.19751	3.17126	1.42522	4.35125	8.3104
