SRR2138382_Normal	SRR915775_Normal	SRR915787	SRR915784	SRR2138381_Normal
ENSG00000138071	15.1872	9.66798	2.00982	7.94087	17.4049
ENSG00000149930	13.7394	2.89775	1.4404	3.59711	13.3961
ENSG00000107745	12.0878	2.7322475	2.0632015	2.55915	11.14535
ENSG00000101849	1.90926	2.11553	0.299001	0.987756	2.7757
ENSG00000166341	1.97844	1.16717	0.826257	2.28297	3.20989
ENSG00000153339	22.7418	3.22128	1.75929	3.80174	20.6199
ENSG00000116521	48.5811	12.7878	3.23896	4.45866	46.6853
ENSG00000127554	21.5542	3.556	1.26169	0.825952	20.4539
ENSG00000010361	14.2647	1.60921	0.430739	2.13283	12.8131
ENSG00000101353	3.40425	0.939195	0.408529	0.832343	4.11446
ENSG00000167615	47.4836	4.78391	4.25726	8.40441	57.7255
ENSG00000175376	10.0777	3.36631	1.38324	1.36622	10.7804
ENSG00000174231	114.662	15.7263	6.37464	11.0268	120.901
ENSG00000105793	8.81414	2.75453	0.699463	1.63232	9.62479
ENSG00000177576	36.0446	1.08685	0.703344	1.72037	38.5332
ENSG00000113196	0.0312714	0.527583	0.897515	0.233994	0.185186
ENSG00000133460	16.8091	0.485375	1.04273	1.1612	12.7163
ENSG00000117748	26.6812	5.51733	1.61666	4.51302	24.9309
ENSG00000107738	34.4331	13.8835	4.12246	10.4887	34.4143
ENSG00000075975	14.3459	4.05989	2.39532	2.4535	13.3867
ENSG00000174197	1.16472	2.79341	1.92497	3.19238	1.07204
ENSG00000119906	3.32175	1.69801	0.887045	2.95425	4.42011
ENSG00000048740	7.27934	7.55212	4.16044	7.04529	7.16141
ENSG00000211933	0.237013	0	0	11.5169	0
ENSG00000132434	4.32641	2.43879	0.504375	0.536504	4.92614
ENSG00000118096	11.9128	2.9167	1.85234	2.01856	11.9755
ENSG00000134758	4.54656	4.78013	1.20932	2.46872	4.69087
ENSG00000158560	13.2823	3.38786	1.5797	0.904482	9.609
ENSG00000023287	13.2727	2.03033	1.38597	2.35467	16.2085
ENSG00000166135	11.7802	4.48526	2.46625	1.78148	9.78782
ENSG00000065534	25.2922	0.918966	2.32061	4.16397	34.9027
ENSG00000131724	7.0033	5.06174	0.786183	2.86382	11.0026
ENSG00000128524	104.797	25.3649	5.22751	7.29813	99.3507
ENSG00000266472	51.0739	11.1094	4.64819	4.60519	53.7703
ENSG00000121933	0.664358	3.39826	2.51312e-06	1.59104	0.205945
ENSG00000188026	52.8809	3.11161	2.52715	1.51682	62.3785
ENSG00000198546	34.8451	6.33946	3.31849	3.42262	31.9268
ENSG00000168286	16.7054	2.09945	1.07341	1.21682	15.1713
ENSG00000149289	0.654455	2.43423	0.816074	1.56713	0.856933
ENSG00000114126	21.9552	3.66325	2.88426	4.6253	23.2517
ENSG00000267368	6.28937	1.26601	0.232204	0.502904	11.8203
ENSG00000136383	24.4212	2.32664	7.71941	4.41487	30.7233
ENSG00000001036	17.6162	4.22221	1.09288	3.15262	19.1197
ENSG00000025293	19.5064	7.59885	2.89753	3.62686	17.9483
ENSG00000175322	0.952725	0.486881	0.498677	1.20849	0.97684
ENSG00000159377	161.537	46.0625	13.6546	19.5974	168.636
ENSG00000165629	472.625	133.826	50.6281	33.4762	653.216
ENSG00000101439	773.637	97.4925	39.0746	85.5864	590.491
ENSG00000023171	1.69451	2.31808	0.454338	0.912235	1.56912
ENSG00000104852	79.2895	2.36051	2.09201	5.59158	121.78
ENSG00000165630	7.62395	2.07684	0.576467	1.43293	8.17618
ENSG00000148498	7.41013	8.42732	1.44204	2.96751	7.12272
ENSG00000088833	35.8266	9.21906	2.22144	6.50673	37.2802
ENSG00000180902	12.1025	0.698188	1.8332	1.46234	11.2369
ENSG00000012963	8.85144	4.44146	1.45503	1.46162	7.43509
ENSG00000117410	65.1297	23.564	5.93147	8.06128	68.8319
ENSG00000154359	5.29688	1.2095	0.788479	1.48296	5.98035
ENSG00000185650	18.7349	7.10733	1.83314	8.97995	32.2715
ENSG00000078401	2.0043	0.669797	0.119874	0.752891	3.62495
ENSG00000103226	51.8805	6.44726	3.28152	5.57401	56.1274
ENSG00000147124	2.16661	1.60411	2.08788	1.01963	2.39282
ENSG00000122986	16.0382	0.949491	0.524831	0.615207	13.7102
ENSG00000151413	5.48472	2.08527	2.24413	4.09859	6.46908
ENSG00000036549	4.1082	5.30812	1.70985	3.88606	4.7845
ENSG00000146247	1.18149	1.44273	0.642371	1.28973	1.40716
ENSG00000064205	55.9091	0.995982	0.378824	2.20893	17.1611
ENSG00000100410	23.0492	8.83171	0.79078	2.80834	23.8749
ENSG00000113851	14.3013	3.05192	2.54169	3.69277	13.1167
ENSG00000161996	7.57088	1.95359	0.424226	1.94078	7.21215
ENSG00000168917	2.51863	0.824169	0.704437	1.16544	3.98848
ENSG00000114686	43.0924	28.9527	3.52266	8.74508	36.9548
ENSG00000113558	504.004	73.5678	32.0567	39.1105	559.775
ENSG00000165533	8.53431	2.48093	0.669421	2.36395	5.1168
ENSG00000198429	1.51064	0.511827	0.289472	1.01818	1.56555
ENSG00000219438	0.413694	0.119038	0.0854202	0.105354	0.508424
ENSG00000162244	582.687	120.772	16.2949	48.1018	514.164
ENSG00000162551	3.0391	3.26302	0.919191	0.983864	6.11752
ENSG00000132394	8.4827	4.55972	1.46981	2.39725	9.05186
ENSG00000067836	55.3793	5.28465	9.52638	5.0912	91.9626
ENSG00000126012	8.98176	8.0718	3.29975	4.21634	15.8352
ENSG00000163933	5.17583	4.43571	0.5113	1.6493	6.40613
ENSG00000228049	29.4285	6.07831	1.64612	1.31755	41.9324
ENSG00000129158	32.109	1.71668	1.30548	2.58599	22.5079
ENSG00000143157	3.35619	2.09394	0.736743	1.99819	3.49871
ENSG00000203879	52.5188	15.0211	4.47155	9.3216	49.9303
ENSG00000145779	1.68055	1.80389	1.4881	2.21626	1.86928
ENSG00000137133	59.8141	3.84885	2.87498	2.34821	68.2858
ENSG00000167641	31.3386	2.76246	0.907881	2.36103	27.4602
ENSG00000100219	47.7639	10.9347	1.77502	11.217	58.4789
ENSG00000154813	8.18917	4.65286	1.1184	1.56756	7.70977
ENSG00000167967	6.56391	0.618141	0.288686	0.61563	7.7108
ENSG00000135437	26.1321	5.60169	1.09531	0.869592	27.9624
ENSG00000073060	18.1946	1.54332	0.772314	1.67391	9.41339
ENSG00000169085	14.055	2.74808	0.186883	0.636244	13.3794
ENSG00000150977	1.9372	0.699852	0.398145	1.12717	1.82029
ENSG00000140105	69.8324	32.008	8.1982	12.6352	124.435
ENSG00000182325	4.51552	1.71882	0.692495	1.24225	5.39581
ENSG00000115468	19.1279	1.53608	0.908401	2.92147	10.8184
ENSG00000185684	1.54582	0.664643	0.424096	1.2638	3.12237
ENSG00000196628	4.73372	18.1488	9.51809	24.7233	5.96291
ENSG00000107833	20.2346	4.01546	0.422252	1.43866	14.5362
ENSG00000090006	289.227	4.92689	10.295	21.0199	236.546
ENSG00000164074	3.2243	1.619	2.09826	1.17038	2.31775
ENSG00000035664	60.9596	3.83002	2.01365	1.54715	90.1637
ENSG00000121716	18.2432	0.372849	0.671407	2.23293	8.08539
ENSG00000247626	1.93691	2.71434	0.501102	0.497845	1.71046
ENSG00000134285	8.75609	6.87282	0.604013	2.81377	9.23987
ENSG00000171067	16.3554	5.24449	2.09348	5.09898	18.0696
ENSG00000131791	7.25506	1.71693	1.3377	0.646499	5.22068
ENSG00000113312	43.7356	1.02455	1.62241	0.942378	60.274
ENSG00000163931	23.7043	5.70419	0.946613	4.17238	15.3278
ENSG00000197343	16.4686	10.3672	2.6107	6.43376	15.1148
ENSG00000107874	62.5199	7.43163	4.63679	4.15618	52.7099
ENSG00000104518	21.6017	2.09705	0.533557	4.64991	23.5728
ENSG00000171735	88.1992	11.3837	3.92883	5.12016	113.777
ENSG00000118961	2.70433	2.50095	0.771003	2.30241	2.14895
ENSG00000083750	11.8158	2.97021	0.920557	2.60777	16.5814
ENSG00000162521	33.3993	6.37399	2.75353	10.4024	31.2864
ENSG00000101811	4.18076	3.23311	0.540631	1.67736	2.48641
ENSG00000119655	218.342	34.3721	5.33871	25.04	150.331
ENSG00000090316	24.1825	3.16859	2.50008	5.15385	27.9108
ENSG00000158528	0.972808	1.92765	1.49047	0.850415	1.22714
ENSG00000183258	81.9308	4.8299	2.01656	15.3192	65.9082
ENSG00000166822	2.25631	0.969824	0.259475	0.907878	2.26183
ENSG00000127511	11.0473	4.59312	2.05109	4.28129	13.6452
ENSG00000181027	7.87333	2.34917	2.12299	3.10906	8.5711
ENSG00000143811	40.883	4.03269	3.74048	2.68161	37.9144
ENSG00000166292	6.54262	0.472205	0.651087	0.840012	4.46577
ENSG00000154518	904.023	75.2685	45.288	38.0942	1005.32
ENSG00000120937	379.947	963.683	81.5041	88.6389	445.035
ENSG00000058600	16.302	6.11112	1.63122	3.27247	16.7722
ENSG00000108179	106.443	14.4256	9.01009	3.4536	85.9673
ENSG00000171425	4.18331	1.58792	0.259448	1.72853	3.06157
ENSG00000100154	1.1679	2.47563	2.33684	3.25657	1.42799
ENSG00000115525	5.95227	0.343211	0.104804	1.22653	3.99002
ENSG00000165752	4.05734	0.694909	0.0808882	0.308703	4.05706
ENSG00000155959	50.5469	5.63472	1.15256	2.4034	38.0671
ENSG00000132196	3.88617	1.09023	0.373926	0.970486	2.6041
ENSG00000067365	22.4129	10.964	2.31669	3.35767	21.9195
ENSG00000165801	9.70297	4.62674	1.74198	5.23741	9.53362
ENSG00000136738	6.28762	3.24071	0.950892	1.48055	8.22858
ENSG00000138185	4.35144	4.82768	1.53736	3.25763	3.25357
ENSG00000111799	6.6885	2.81211	2.61421	12.3515	12.9153
ENSG00000149639	2.07509	1.11026	0.788712	1.41522	2.10231
ENSG00000132466	13.9949	10.5919	4.62189	4.72297	10.9951
ENSG00000135390	469.649	65.7472	28.3797	33.8658	494.024
ENSG00000122696	5.9777	2.40025	1.24308	2.51729	3.56235
ENSG00000138629	42.1286	8.79967	2.59146	3.39751	34.4758
ENSG00000175206	21405	16.3928	13.593	153.888	20357.4
ENSG00000079246	44.8884	6.32146	4.51859	7.25495	48.1343
ENSG00000100918	5.01165	1.2101	0.351967	2.48035	6.56967
ENSG00000089597	61.7668	8.04859	4.2209	9.4405	64.6849
ENSG00000198356	45.5712	11.3863	4.51112	5.92346	43.4346
ENSG00000251192	0.95346	2.00916	0.504452	1.54134	0.668676
ENSG00000166452	21.604	2.12299	1.69203	1.54101	19.0523
ENSG00000049246	2.22042	0.418234	1.16435	0.536847	2.55087
ENSG00000144331	5.98592	0	1.03516	1.256	3.39668
ENSG00000076770	3.53198	1.43445	0.891483	1.28028	1.14179
ENSG00000196935	0.692369	2.312	0.43389	1.19713	0.892718
ENSG00000106346	0.970639	0.71548	0.24422	1.5869	1.18694
ENSG00000112137	1.69571	2.80836	3.23021	3.02916	2.33557
ENSG00000008517	30.3543	18.8907	3.92087	14.2897	40.2699
ENSG00000122335	2.23428	1.76328	0.249339	0.605001	1.91253
ENSG00000107731	3.4917	1.28578	0.579822	2.34439	9.04598
ENSG00000196367	2.21177	1.31238	0.769177	1.78454	2.26505
ENSG00000182224	7.54651	0.680208	1.10588	1.1622	7.66933
ENSG00000075089	11.2151	2.2994	0.628141	3.07154	8.56197
ENSG00000069424	5.09469	3.97718	3.6575	2.83917	4.88373
ENSG00000127837	75.8819	10.7739	3.57047	5.06398	57.0258
ENSG00000168090	97.2178	22.488	7.95445	7.51573	115.007
ENSG00000171307	14.0257	7.82414	1.6732	1.81218	13.7464
ENSG00000186827	1.37284	0.6124	0.161154	0.635779	5.12448
ENSG00000154678	6.96906	6.8518	11.9901	8.01674	12.7191
ENSG00000134278	5.71664	3.04458	2.09535	3.09989	5.36106
ENSG00000130810	14.0721	1.89536	0.911143	1.70351	16.2294
ENSG00000099840	4.09325	0.431012	0.444526	0.190262	0.986166
ENSG00000185324	37.3	6.04721	1.8381	5.42996	67.5866
ENSG00000108946	150.905	34.7347	25.9354	23.4856	97.6934
ENSG00000243449	8.49461	1.071	0	0.939659	4.58115
ENSG00000185010	15.0239	6.70557	2.01025	2.22093	13.0474
ENSG00000115935	6.11827	3.54564	0.690826	4.05516	6.97921
ENSG00000089177	6.6712	0.622967	0.79266	0.646584	5.45249
ENSG00000177192	5.68548	1.19025	0.194462	0.674275	5.93392
ENSG00000166166	3.15662	1.70596	0.221338	0.391026	3.44335
ENSG00000171115	4.96993	1.15836	0.752633	1.79641	6.13314
ENSG00000177646	23.8091	1.56613	1.86968	1.96395	23.8286
ENSG00000103152	32.0285	5.10783	1.29941	2.46279	23.8247
ENSG00000056972	6.91118	2.48155	1.05603	1.4623	5.71581
ENSG00000145780	3.35618	10.8849	1.94677	2.17802	2.85792
ENSG00000237441	29.2899	3.95096	2.16489	5.00151	28.1233
ENSG00000151148	12.5197	3.46267	3.13076	3.72854	11.7406
ENSG00000105379	200.587	10.5201	7.38306	6.89998	219.735
ENSG00000163378	9.24604	4.35867	2.25571	3.33336	17.1146
ENSG00000136021	3.30237	7.10013	1.51614	4.71975	3.17208
ENSG00000068650	1.7410375	1.98092	2.2134	1.460765	2.418145
ENSG00000066926	14.8643	4.93887	3.43937	3.38	9.63857
ENSG00000128917	3.59708	1.39263	1.76049	1.43413	4.82358
ENSG00000108106	30.2416	5.08784	1.51675	2.02894	22.6396
ENSG00000213246	58.2361	13.9345	3.22157	8.29182	49.7987
ENSG00000280308	3.34762	5.08154	4.43377	6.03379	2.24745
ENSG00000204217	3.32939	3.42736	1.59498	3.38919	4.70383
ENSG00000107201	1.29113	0.775981	0.28904	1.13351	1.15871
ENSG00000183580	6.52447	0.901554	1.15296	2.64159	6.03225
ENSG00000198612	50.9654	11.6256	1.96306	3.00509	48.1771
ENSG00000116514	4.61367	2.52719	0.863222	1.30477	6.81973
ENSG00000276409	85.2033	2.88215	0.805951	11.4622	30.7696
ENSG00000171865	7.71827	2.15148	0.718794	1.33029	8.29686
ENSG00000168813	1.06924	2.03525	1.23287	2.117	1.2407
ENSG00000184497	7.24627	2.19647	0.735445	1.90109	7.33052
ENSG00000013297	4.12952	0.415168	0.263027	2.01336	1.90444
ENSG00000148429	1.27148	1.50886	0.912816	1.33612	1.79408
ENSG00000157593	17.7578	4.9237	1.53686	3.37078	18.5888
ENSG00000107951	3.43043	1.46131	0.532695	0.845934	3.8898
ENSG00000101132	36.7441	2.39081	0.332345	2.16268	38.739
ENSG00000039319	10.1635	5.47084	1.45572	5.45108	8.05164
ENSG00000103024	33.2771	1.71923	0.96626	3.02524	29.8314
ENSG00000145012	4.3642	58.278	23.7622	28.7422	5.89279
ENSG00000002586	227.569	18.1064	10.2861	28.8457	151.163
ENSG00000117305	23.77	3.84785	2.18894	2.91896	20.047
ENSG00000130560	47.7854	2.73811	2.78207	2.05031	49.8973
ENSG00000162735	42.7156	8.23757	4.48581	6.11628	40.47
ENSG00000122970	4.16301	1.0351	1.2526	2.26338	4.94738
ENSG00000129521	30.8662	24.8567	11.807	12.1569	73.5479
ENSG00000120889	7.15236	2.00009	0.536898	2.34558	8.79349
ENSG00000100300	62.2233	14.9169	6.65446	11.0987	51.8437
ENSG00000144895	101.852	24.7205	5.95064	7.78032	104.72
ENSG00000149218	6.12113	2.02447	0.586043	1.699	3.37277
ENSG00000040633	11.9134	3.68903	1.32981	2.98397	14.6741
ENSG00000008311	2.79677	4.20748	1.41014	2.00849	2.59947
ENSG00000101557	13.6496	4.66656	3.17127	1.50392	12.8443
ENSG00000178776	2.17532	0	0.394997	0.767159	2.15112
ENSG00000165312	13.0495	7.60084	1.30463	1.08001	9.06816
ENSG00000132153	16.8843	4.41174	2.41626	3.6275	17.9604
ENSG00000274276	4.3072	0.512486	0.240173	0.720646	2.21761
ENSG00000173598	43.9291	25.0515	4.39779	6.60981	65.1089
ENSG00000087086	1261.24	362.241	37.4611	337.678	844.251
ENSG00000169418	8.55377	1.03978	0.626411	0.94232	4.62096
ENSG00000131115	3.88969	2.87885	1.1088	1.94065	3.39421
ENSG00000126254	26.2977	7.0322	1.75211	3.21661	24.1707
ENSG00000035928	9.87141	3.25334	2.16061	4.11204	10.7583
ENSG00000198954	15.5364	3.93342	2.12417	4.00472	17.7616
ENSG00000090989	13.3238	4.92773	0.992477	4.95537	12.1065
ENSG00000100227	14.3724	7.55825	2.53062	4.12283	16.0384
ENSG00000134049	8.05329	1.23684	0.439856	0.529792	11.2759
ENSG00000243147	390.961	25.7346	6.97728	13.2822	485.921
ENSG00000175756	139.625	18.6432	7.3229	7.85304	122.191
ENSG00000174151	1.669	1.13703	0.45895	0.684158	2.02163
ENSG00000100629	1.2808	0.528952	0.147401	0.231445	0.765916
ENSG00000253159	0.800616	0.642825	0.74202	1.26173	0.933547
ENSG00000102309	15.8459	0.819029	0.333798	0.948357	22.481
ENSG00000189114	1.94167	0.715468	0.235923	0.391827	2.67632
ENSG00000197622	25.7305	3.71516	1.1053	3.11285	25.296
ENSG00000269743	2.75487	0.307222	0.273929	0.613056	2.00161
ENSG00000101079	15.3031	1.75794	2.35944	2.85957	19.3991
ENSG00000198700	9.04995	9.20999	1.9942	2.11299	11.1734
ENSG00000135776	2.47681	1.89515	0.857573	0.79653	2.59225
ENSG00000198417	2.55392	0.835753	0.052597	1.03473	2.35327
ENSG00000125779	6.21935	2.34321	0.90494	2.64577	6.99719
ENSG00000109790	4.63992	2.03834	0.569929	2.95608	3.56845
ENSG00000187479	54.1865	1.23401	0.455578	1.15783	152.346
ENSG00000102221	0.714941	0.332222	0.29826	0.435503	0.826912
ENSG00000049541	8.95641	1.98086	0.303252	0.613987	9.25909
ENSG00000142227	130.261	23.2991	2.46918	7.35469	120.17
ENSG00000170265	3.35568	0.756878	0.739589	1.48637	3.46026
ENSG00000131849	2.52813	1.1591	0.401656	0.855908	1.90399
ENSG00000070770	10.8014	4.94842	2.40998	2.6917	10.5131
ENSG00000099204	65.8668	40.0188	48.2714	29.9189	82.9105
ENSG00000168916	4.34807	1.13904	1.04915	2.07674	6.77579
ENSG00000172531	64.0383	17.6742	5.92773	7.25354	44.9344
ENSG00000078814	91.5669	0.589335	4.07102	1.36568	70.6769
ENSG00000198960	20.1542	3.66949	0.819258	1.64159	15.0005
ENSG00000116580	10.7684	3.8998	2.71507	5.07778	15.1601
ENSG00000139990	12.149	3.79694	2.72065	2.90188	10.89
ENSG00000124313	4.04342	1.33339	0.935647	0.925513	5.30436
ENSG00000076248	10.1912	0.967585	0.470152	0.705646	8.44482
ENSG00000176915	13.3249	6.48476	2.37193	5.35552	13.4795
ENSG00000168781	4.12297	1.55511	2.19219	2.29123	3.28632
ENSG00000116685	21.3982	4.61015	2.13772	2.31479	16.9134
ENSG00000110011	74.4527	2.24047	3.44145	3.66033	63.4631
ENSG00000101752	1.0862	4.76935	1.85183	3.05307	1.21955
ENSG00000168014	7.6126	3.96068	2.67817	5.18532	6.21206
ENSG00000138035	6.60094	4.02108	1.06771	2.89492	6.94892
ENSG00000010278	60.8723	8.86737	4.2781	8.87798	66.1054
ENSG00000184060	4.38402	2.9478	0.190246	2.72331	3.75363
ENSG00000162222	8.40038	3.67584	0.469416	3.01699	7.63049
ENSG00000198324	3.21173	1.37912	0.786181	0.449012	1.98164
ENSG00000106069	2.38882	3.45145	4.35062	3.41251	2.02402
ENSG00000156398	2.14569	0.729562	0.243872	2.47669	1.00003
ENSG00000182199	20.9215	11.9762	1.48616	4.39843	20.1554
ENSG00000108798	2.827	1.03089	0.366435	1.10656	4.0249
ENSG00000154358	101.501	4.83325	6.23209	3.83755	94.5121
ENSG00000136068	27.3342	6.30163	3.89236	6.75688	31.3097
ENSG00000169604	9.25015	1.62309	1.68185	14.078	12.1711
ENSG00000115602	0.580154	3.25927	0.110784	0.235149	0.626893
ENSG00000008382	21.447	0.973358	0.866846	0.82307	13.1188
ENSG00000183793	11.9572	0.852141	0.376274	1.76188	12.4519
ENSG00000196782	0.363015	0.983745	0.351475	1.47359	0.386989
ENSG00000206530	1.6781	0.366526	0.174862	0.70122	2.69388
ENSG00000100697	1.79346	4.64066	1.76222	4.65298	2.05292
ENSG00000178397	12.7072	1.82188	1.99284	1.22702	7.88912
ENSG00000269343	1.42817	0.581965	0.560174	1.00305	1.85274
ENSG00000133858	12.2271	1.64212	1.15685	2.72349	11.3894
ENSG00000134982	1.71513	4.24655	2.03374	4.42891	1.3495
ENSG00000260300	16.7858	1.43613	1.03069	1.37032	25.9961
ENSG00000120820	10.9213	0.34851	0.643605	4.12931	6.63748
ENSG00000104856	2.85794	2.00582	0.254925	1.91352	8.00933
ENSG00000112234	2.2977	2.42549	1.1085	1.69335	1.88141
ENSG00000124383	12.3112	0.915572	0.404058	0.773313	12.9214
ENSG00000163382	64.2676	10.2603	4.91938	4.90495	70.6339
ENSG00000100150	4.43944	2.75665	1.74921	2.24337	5.88885
ENSG00000107130	3.3054	4.46692	0.251371	1.47851	4.77572
ENSG00000048540	1.57347	0.336886	0.245977	1.36725	1.41867
ENSG00000158022	59.6459	21.2649	20.7961	8.97385	114.202
ENSG00000179632	115.511	16.8627	6.79216	7.93987	109.716
ENSG00000115520	13.6828	3.14247	1.20898	1.65866	14.7328
ENSG00000188486	4.37539	1.91796	0.153466	0.913088	4.06505
ENSG00000146859	7.19011	3.17397	2.11765	3.94355	7.42506
ENSG00000092841	1071.26	320.282	44.8163	113.326	905.869
ENSG00000135317	38.538	2.43069	2.44355	1.62947	38.8918
ENSG00000196498	28.6545	3.58277	3.27056	3.51612	25.1951
ENSG00000114737	1.47915	0.622238	0.715524	0.709644	13.7393
ENSG00000108953	336.304	34.3969	15.5387	17.7271	337.78
ENSG00000007392	24.2356	1.51345	0.757557	2.45128	30.7305
ENSG00000039523	27.3983	3.52704	2.77527	3.16185	31.4035
ENSG00000077147	12.0284	5.70572	1.35797	5.14101	14.2523
ENSG00000188536	77.6717	12.1299	12.5231	20.2627	15.7404
ENSG00000070269	1.68473	1.4376	0.899773	1.11674	1.46795
ENSG00000158163	2.34124	0.465834	0.717425	2.13428	4.02988
ENSG00000123144	98.8578	3.45568	0.718329	3.84542	91.1725
ENSG00000160703	6.98946	0.64007	1.52359	1.18843	6.52919
ENSG00000180626	0.656837	0.603031	0.126377	0.59004	0.535443
ENSG00000175634	22.9825	4.23618	1.57211	2.18812	24.2018
ENSG00000100650	271.512	18.3165	12.4323	16.2685	320.64
ENSG00000108848	65.0056	4.88672	6.60228	5.93953	61.4041
ENSG00000085433	3.32713	1.30102	0.720573	1.5596	2.64559
ENSG00000100038	4.95316	2.43369	1.00619	2.20523	4.98276
ENSG00000042062	6.69115	1.40775	0.596897	1.0753	4.4994
ENSG00000185085	3.53199	1.0001	0.410412	0.937618	3.79015
ENSG00000261717	2.28483	0.618486	0	0.00200681	3.05821
ENSG00000147642	2.08048	1.10518	0.660628	1.09554	0.900734
ENSG00000140848	9.76786	4.69055	2.32297	2.87861	10.5617
ENSG00000121440	18.8145	1.5083	3.0064	2.51751	25.4723
ENSG00000141551	34.1516	6.65344	1.15452	7.52044	45.3891
ENSG00000147679	3.23009	3.78348	1.0955	1.01273	2.74656
ENSG00000081087	22.938	8.01378	2.46648	5.43671	22.5391
ENSG00000112715	93.9255	16.1173	12.8723	13.8839	129.641
ENSG00000010310	3.87012	0.754604	0.477865	0.704376	9.50636
ENSG00000162972	25.855	2.88802	1.20589	0.849226	21.7509
ENSG00000170145	3.24305	3.98458	1.42638	2.11019	5.68995
ENSG00000126878	9.77717	1.14243	0.892589	0.890316	10.6429
ENSG00000185043	53.6826	9.72157	3.83518	4.55852	53.7141
ENSG00000178814	21.1298	0.671271	0.931237	1.2606	25.0093
ENSG00000168159	34.3394	3.43145	2.66775	3.87187	25.6799
ENSG00000133872	118.036	25.7447	12.634	21.1065	112.201
ENSG00000109794	5.67	1.29263	1.52203	1.17892	3.38313
ENSG00000222009	3.30723	0.886482	0.418572	1.96169	3.28008
ENSG00000174370	1.5453	0.172932	0.195925	0.186996	1.74945
ENSG00000125877	20.4902	4.17019	0.818199	2.0236	15.7743
ENSG00000169155	16.3662	0.89936	0.673806	0.495285	13.3603
ENSG00000211448	0.382266	0.919613	2.22408	1.8322	3.49634
ENSG00000150054	1.1708	1.36832	1.29895	1.51154	1.64187
ENSG00000139372	5.32595	4.47981	0.389825	2.05506	4.77797
ENSG00000174099	30.7279	30.0912	7.87701	13.0193	36.1756
ENSG00000108861	81.9956	26.8891	17.7026	13.7015	96.152
ENSG00000123600	4.71668	1.2837	0.534155	1.08503	2.50516
ENSG00000175505	1.05256	4.43242	0.394456	0.443528	2.83325
ENSG00000272869	0.529276	0.985861	0.142181	0.824554	1.8338
ENSG00000032219	5.021	1.78746	0.835274	2.38776	3.43525
ENSG00000268439	10.4272	1.27588	0.847147	0.952188	9.0398
ENSG00000165757	29.5581	2.00073	2.16397	2.66385	22.3101
ENSG00000154370	3.31822	0.737824	0.32467	1.34866	3.05445
ENSG00000179409	4.67128	0.971703	0.297462	0.691345	4.38735
ENSG00000198816	46.8878	2.16886	2.53422	1.38685	41.5198
ENSG00000148218	21.4345	1.62916	4.93559	2.81971	21.1454
ENSG00000174456	5.30375	2.80646	1.38665	3.00811	4.93004
ENSG00000204147	1.24014	0.917878	0.506077	0.344292	2.02598
ENSG00000197381	6.4014	1.20707	1.0486	4.31779	8.82442
ENSG00000089057	3.60359	1.84761	0.800567	2.60599	4.25459
ENSG00000141873	20.9189	6.09028	0.974665	1.89916	18.318
ENSG00000117408	21.4987	1.77291	3.04724	2.15376	15.3081
ENSG00000160801	5.19451	0.563708	0.529521	0.337898	2.58805
ENSG00000187240	2.98204	0.830011	0.450029	0.759543	2.7797
ENSG00000114850	58.3267	148.134	14.1101	13.0749	37.1027
ENSG00000079805	61.5136	11.9915	4.01555	8.50819	65.474
ENSG00000145901	46.5024	3.33334	4.49784	3.45554	41.2564
ENSG00000225190	6.09853	8.09144	1.53582	5.31005	6.46729
ENSG00000140350	75.2166	5.02871	3.1088	4.53199	73.6202
ENSG00000145982	13.2247	3.18034	1.48595	2.7033	13.777
ENSG00000168807	1.34141	2.46213	1.10723	4.98156	1.03701
ENSG00000101361	53.6702	14.1857	2.6065	6.18944	57.868
ENSG00000198791	32.7646	8.8533	2.4042	6.01905	25.0522
ENSG00000159720	50.2394	11.7654	4.70157	6.56883	50.1496
ENSG00000197223	15.5689	1.2079	0.586506	1.63433	16.4685
ENSG00000140391	73.7438	35.1465	8.97166	18.1174	73.4174
ENSG00000101972	8.46897	3.87928	1.3675	4.46413	4.5376
ENSG00000167005	17.4688	6.8017	2.71549	4.68864	13.2743
ENSG00000081386	0.897216	2.59462	1.16607	1.59036	0.966037
ENSG00000198301	7.00116	3.88393	1.02794	2.59561	6.3193
ENSG00000184209	22.4439	1.18191	1.07443	1.2833	29.4214
ENSG00000170348	122.219	60.6033	14.2418	31.459	107.616
ENSG00000109072	78.8237	3.7662	3.1935	3.40097	27.7597
ENSG00000125249	2.08332	8.48935	1.31959	3.51033	1.68355
ENSG00000130816	15.7094	6.80169	3.2065	4.96652	16.8026
ENSG00000261115	3.91254	0.643719	0.333807	0.586027	4.93245
ENSG00000188010	16.7485	0.671823	0.729478	0.898793	20.1217
ENSG00000006607	5.32348	3.76624	1.86338	3.53749	4.21691
ENSG00000140455	7.8156	3.53503	0.895973	2.59677	5.19664
ENSG00000179912	18.0375	4.67703	4.6907	4.41897	17.7308
ENSG00000159166	4.64963	7.87555	0.164974	0.671644	2.61204
ENSG00000185947	1.00972	2.2618	0.409878	0.825773	1.47693
ENSG00000162434	19.8153	10.346	5.50908	8.43394	15.8566
ENSG00000132326	0.814777	0.280661	0.346733	0.714937	1.08516
ENSG00000063587	1.44646	1.22198	0.236565	1.12514	1.93016
ENSG00000143479	7.46728	0.949647	0.268734	0.677772	12.8571
