SRR2138382_Normal	SRR915775_Normal	SRR915787	SRR915784	SRR2138381_Normal
ENSG00000241769	6.90297	0.70317	0.839835	0.686989	13.1056
ENSG00000241860	6.46367	1.94359	0.716752	2.78004	1.81843
ENSG00000241990	78.6439	4.91495	2.75311	3.43328	93.7068
ENSG00000242086	28.3081	9.27528	8.17583	17.6605	47.5831
ENSG00000242125	3.8905	4.31469	0.340376	1.29248	4.89398
ENSG00000242282	20.6195	0.214031	1.57859	0.335159	10.0546
ENSG00000242396	1.91405	1.113	0	0.490295	0.355323
ENSG00000242539	5.21923	8.57502	1.10789	6.16474	6.41556
ENSG00000242588	1.76341	2.60273	0.99344	2.67087	1.37747
ENSG00000242628	3.55645	0	0.244146	0.235641	1.19495
ENSG00000242759	7.83234	1.31119	3.02022	1.28517	7.14877
ENSG00000242902	3.57192	2.11366	0.521176	0.676936	0.892319
ENSG00000243701	2.05522	0.23194	0.778944	1.29307	2.15873
ENSG00000243762	7.02568	0.829983	0.563402	1.64345	11.1002
ENSG00000243960	13.6771	6.78006	1.98894	1.47111	11.7276
ENSG00000244055	1.16636	0.646842	0.437678	0.427937	1.55484
ENSG00000244151	6.28547	1.22795	0.619478	1.08791	7.9292
ENSG00000244198	1.66453	0.841552	0.0194843	1.01709	1.48819
ENSG00000244227	1.2059	0	0.33232	0.177499	5.55125
ENSG00000244239	9.48326	0.813425	0.246507	0	16.0383
ENSG00000244479	3.68924	1.24086	0.0875826	2.55801	3.82154
ENSG00000244513	1.27242	0.159011	0.286701	0.442047	3.23886
ENSG00000244625	1.96552	1.45313	0.46427	1.8592	3.14839
ENSG00000244879	2.34467	0.523369	0.409916	2.23656	2.66121
ENSG00000245060	9.27194	1.50012	1.7108	1.6799	7.75567
ENSG00000245112	0.945301	0.927263	0.833142	1.36734	0.280775
ENSG00000245293	1.1322	4.2877	0.147297	0.460206	0.702132
ENSG00000245385	6.58671	1.52247	0.39398	1.53047	6.30395
ENSG00000245468	2.08752	0.179481	0.0937245	0.33433	1.55316
ENSG00000245532	296.632	90.7508	26.9328	56.5526	493.899
ENSG00000245573	1.98388	0.354627	0.162377	0.390682	1.32347
ENSG00000245694	1.22542	1.33602	0.163311	1.42445	2.60165
ENSG00000245748	8.41547	2.74741	1.158	1.75872	9.99659
ENSG00000245768	12.113	3.08074	2.36241	0.986935	10.4624
ENSG00000245849	4.23752	1.78491	0.528353	1.79896	4.38587
ENSG00000245904	4.22194	1.03933	0.515878	1.58224	5.23078
ENSG00000245910	128.163	8.9603	2.45067	3.71413	127.204
ENSG00000245937	14.1106	2.58718	1.13322	2.51325	17.6066
ENSG00000245970	11.8004	2.31973	0.298841	1.27843	12.3297
ENSG00000246022	2.9024	0.507715	0.312171	0.172108	0.960611
ENSG00000246067	13.3862	1.77317	0.987523	3.07005	15.3058
ENSG00000246223	2.43167	0.456997	0.228165	0.532838	1.51958
ENSG00000246283	4.3158	0.382741	0.496193	0.739223	3.99504
ENSG00000246375	0.860484	0	0.0996442	0	0.819586
ENSG00000246451	0.941131	1.59372	1.11941	2.35452	1.01332
ENSG00000246523	2.26311	0.119549	0.623638	0.136848	1.13808
ENSG00000246560	4.30969	0.222645	0.200161	0.196903	4.18008
ENSG00000246695	4.03661	0.810461	0.25642	0.454705	7.07522
ENSG00000246859	0.992576	0.641638	0.186851	1.65751	1.0638
ENSG00000246889	2.24256	0.606816	0.523656	0.141324	2.15846
ENSG00000247092	3.5176	0	0.189566	0.350348	9.4713
ENSG00000247095	13.4194	0.546571	1.01506	1.16741	18.731
ENSG00000247134	2.45124	0	0.25782	0.252651	2.94654
ENSG00000247137	8.31057	1.21298	0.683458	0.601324	11.4844
ENSG00000247228	15.0656	2.77705	1.4776	2.17755	6.74314
ENSG00000247240	1.55284	0.229437	0.17132	0.529328	1.37602
ENSG00000247271	9.36969	2.48437	1.20915	1.12434	9.92112
ENSG00000247400	0.602223	0.0920258	0.109693	0.140098	0.783189
ENSG00000247498	0.781547	0.901449	0.615346	1.47284	1.46312
ENSG00000247516	12.9572	0.672722	0	0.250431	13.7914
ENSG00000247556	10.0381	3.86129	3.47882	4.87949	9.48446
ENSG00000247572	1.10206	0.9054	0.865119	2.4707	1.15447
ENSG00000247708	0.428666	0.325833	0.185523	0.777707	0.905311
ENSG00000247774	4.4154	0.98108	0.345222	2.06607	10.362
ENSG00000247809	3.9425	1.27821	0.577164	2.88667	3.84768
ENSG00000247828	28.3047	1.49835	1.64567	4.05397	26.0955
ENSG00000247853	1.40666	1.56405	0.552341	0.694107	1.57928
ENSG00000247934	1.24845	0.531766	0.32113	0.659766	1.09874
ENSG00000248008	1.38425	0.527442	0.34334	0.340349	1.64252
ENSG00000248015	8.24475	0.375895	0.354509	0.496116	8.97954
ENSG00000248049	1.97425	0.683993	0.353005	0.966597	2.45076
ENSG00000248092	9.49447	3.78533	2.17181	3.49847	8.55791
ENSG00000248256	1.95431	0.563238	1.04566	0.973688	2.52505
ENSG00000248275	19.422	1.76955	0.782376	1.20458	41.0418
ENSG00000248309	2.35826	2.694	0.33768	1.4409	3.01801
ENSG00000248323	3.68018	2.86566	0.481337	0.207296	2.97536
ENSG00000248360	0.775429	5.17009	3.63788	9.1309	0.818823
ENSG00000248429	2.77542	5.0728	1.85003	4.55625	1.21635
ENSG00000248445	3.03809	0.622279	0.356388	0.6464	3.59271
ENSG00000248508	13.6228	0.732392	0.976661	0.763067	10.6163
ENSG00000248668	13.8081	1.77601	2.30736	1.05635	7.05145
ENSG00000248810	0.810429	2.03923	1.45788	1.58366	0.626694
ENSG00000248864	3.00584	0	0	0	1.798
ENSG00000248866	2.19997	0.0916824	0.329244	0.0811639	2.33796
ENSG00000248932	2.64925	0.431812	0.775201	1.05473	2.93737
ENSG00000248986	12.0033	0.385035	1.32023	0.402085	12.8788
ENSG00000249042	1.34011	0.236785	0.56808	0.507635	1.57046
ENSG00000249145	12.4038	0.833207	1.0981	0.200737	9.55626
ENSG00000249249	3.24523	0	0	0.177094	3.83946
ENSG00000249307	2.51509	0.490551	0.762426	0.689042	0.434936
ENSG00000249348	2.12712	6.52876	4.96457	9.96964	1.88846
ENSG00000249456	2.43881	6.33729	1.62431	1.34334	1.07968
ENSG00000249592	6.66501	2.51584	1.21623	4.24411	8.20481
ENSG00000249614	0.614289	5.58013	5.24526	10.3817	0.686435
ENSG00000249669	1.86274	2.03994	2.04353	5.18994	4.42334
ENSG00000249673	3.20325	0.327506	0.231473	0.606629	4.7486
ENSG00000249684	0.279878	1.10117	0.276522	0.831956	0.238626
ENSG00000249731	1.50351	8.92517	8.60933	21.0634	1.38404
ENSG00000249786	3.7307	4.97209	0.972962	2.92937	4.24387
ENSG00000249816	1.31877	0.03127	0.00730063	0.0486812	2.58532
ENSG00000249835	10.9656	4.53628	0.114405	5.97465	7.889
ENSG00000249859	19.8384	4.74994	0.789127	3.26048	4.45572
ENSG00000249898	0.99387	0.209037	0.101948	0.183927	0.78104
ENSG00000249971	15.2351	1.15003	2.09349	1.00796	14.3207
ENSG00000249996	2.60925	0.191294	0.34588	0.673945	1.55256
ENSG00000250132	2.28002	0.273922	0.156866	0.204695	2.25633
ENSG00000250159	0.934255	1.08046	1.07993	0.212247	0.640142
ENSG00000250186	58.9818	8.97548	3.26152	3.07865	46.3793
ENSG00000250222	8.28582	0.364901	0.32433	0.313774	9.278
ENSG00000250303	70.7034	9.15613	4.12856	2.13882	62.1206
ENSG00000250392	13.0819	0.486048	1.46171	1.00039	15.3748
ENSG00000250497	1.9149	0.352222	0.204261	0.556592	2.63481
ENSG00000250604	2.67366	2.03963	0.310559	0	1.69338
ENSG00000250615	11.829	0.314965	0	0.827019	12.5865
ENSG00000250786	4.96351	0.203399	0.317791	0.94266	6.4081
ENSG00000250891	0.223409	0.605459	0.0854881	0.254724	2.33757
ENSG00000250900	0.877283	0.126484	0.238154	0.980763	0.787076
ENSG00000250902	1.96316	2.09567	0.422253	3.06985	1.24903
ENSG00000250903	3.58574	2.20351	3.60887	2.93082	5.86439
ENSG00000250988	1.60507	1.92026	0.31854	0.482396	2.12888
ENSG00000251022	11.0456	1.90231	0.249702	2.32451	11.6034
ENSG00000251136	1.80413	3.48236	0.673452	3.57445	2.10444
ENSG00000251141	4.36849	0.241371	0.612716	2.07249	4.21011
ENSG00000251143	5.76313	0.642941	0.870721	1.94088	5.53488
ENSG00000251209	0.339656	0.396121	0.471639	1.01323	0.557538
ENSG00000251259	14.5092	6.27341	0.518475	2.97688	17.2942
ENSG00000251322	7.69218	0.592541	1.52713	0.895658	7.59575
ENSG00000251562	149.833	2482.89	677.705	1305.9	203.829
ENSG00000251580	3.90458	0.877227	0	0.691802	6.73323
ENSG00000251628	4.61808	0	0.677964	0.165202	5.62088
ENSG00000253102	3.61454	1.13902	0	0.377148	2.86764
ENSG00000253200	3.19475	1.17047	0.385178	0.971975	3.84955
ENSG00000253210	1.32857	0.655815	0.39602	0.588111	0.945201
ENSG00000253227	0.140569	0.38954	0.0880628	0.343035	0
ENSG00000253270	0.376687	0	0	0.637935	0
ENSG00000253320	2.27149	0.355585	0.298506	0.750567	2.72703
ENSG00000253352	9.82884	7.8191	2.88198	6.43719	12.1504
ENSG00000253389	7.13153	0.393046	0.802112	1.27307	10.8164
ENSG00000253426	2.3757	0.353937	0.247141	0.168628	4.93226
ENSG00000253445	29.5172	2.68445	2.99013	4.17992	28.6767
ENSG00000253645	10.4927	1.27683	0.575881	0.704011	7.88474
ENSG00000253716	9.5518	1.26901	0.587716	1.02288	10.5413
ENSG00000253722	1.03812	0.441046	0.132499	0.259561	0.851621
ENSG00000253744	0.267704	0	0.211127	1.43259	0.0960795
ENSG00000253806	8.80104	0.377339	0	0.329224	5.84697
ENSG00000253807	0.437195	0.212805	0.179963	0.160917	1.88292
ENSG00000253842	22.7435	0	2.10877	0.71862	9.02016
ENSG00000253948	4.58576	0.320858	0	0.561494	8.02346
ENSG00000253982	22.3008	2.12531	1.25594	1.16739	28.5532
ENSG00000254002	0.624237	0	0	0.227895	3.69665
ENSG00000254010	0.52946	0.230971	0.418786	1.01511	0.285036
ENSG00000254099	0.908843	0	0.169753	0	1.17427
ENSG00000254298	0.492283	0	0	0	0
ENSG00000254307	5.98601	1.55738	1.09758	1.73784	6.54864
ENSG00000254340	1.47216	0.286436	0.5748	0.447727	0.645774
ENSG00000254343	1.35154	0.681892	0.412018	0.899236	0.543721
ENSG00000254418	6.10402	0	0.63058	4.63433	1.79243
ENSG00000254422	3.74096	4.65971	1.3517	2.64174	3.84201
ENSG00000254428	0.385537	0.877856	0.851374	1.53272	0.332088
ENSG00000254452	93.844	15.249	4.74118	8.27032	89.3776
ENSG00000254453	78.5727	2.04997	2.42171	1.69819	61.6317
ENSG00000254473	2.99902	0	0.622053	1.01136	1.46673
ENSG00000254501	30.6133	3.57903	1.25897	2.80098	23.3996
ENSG00000254510	7.17817	1.05328	0	0.144265	5.15503
ENSG00000254528	31.8596	5.17508	1.72955	4.52595	25.1464
ENSG00000254531	4.32825	0.12661	0.236593	0.227885	3.42473
ENSG00000254539	12.1686	1.70075	0.713636	0.701846	9.12637
ENSG00000254559	18.598	5.57706	1.84802	1.63783	19.597
ENSG00000254578	17.7297	1.08457	0	1.18923	15.5104
ENSG00000254614	4.26451	0.241197	0.431036	0.155914	5.73181
ENSG00000254635	6.89896	1.53063	0.525884	0.959006	8.47828
ENSG00000254665	20.9952	1.4942	1.95724	1.67973	26.575
ENSG00000254680	5.6649	2.65713	0.200606	3.50511	10.5843
ENSG00000254682	3.22129	0.453487	0.476965	0.533652	3.35827
ENSG00000254721	7.37174	3.17854	0.892147	2.37372	6.72613
ENSG00000254740	7.52009	1.54672	0.696116	0.797221	7.27813
ENSG00000254814	1.27022	1.06311	0.119649	0.352184	0.613087
ENSG00000254835	27.7835	7.13839	0.979394	2.80557	21.1055
ENSG00000254860	1.98758	0.28725	0.748778	1.32077	4.60506
ENSG00000254873	11.7525	1.70507	0.469443	1.78477	15.5293
ENSG00000254894	2.93833	1.56687	0.423932	0.967748	5.29204
ENSG00000254902	6.78411	0.643203	0.290125	1.56035	10.8677
ENSG00000254911	2.89767	11.243	5.38667	31.7809	4.22109
ENSG00000254943	6.79437	0.47082	0.213484	1.03438	5.75489
ENSG00000254963	2.5108	0	0	0.708437	0
ENSG00000255031	0.63538	1.79087e-137	0	0.11172	1.06527
ENSG00000255062	1.74083	0	0.514571	0.247895	2.47478
ENSG00000255090	5.99216	0.500228	0	3.80963	1.07393
ENSG00000255108	24.7034	1.22061	0.886083	0.392775	17.3249
ENSG00000255135	16.1127	0.132252	1.93663	1.09626	15.2327
ENSG00000255182	3.63043	0.0358373	0.419033	0.330723	3.75027
ENSG00000255197	0.777827	1.86843	0.171004	0.314432	0.960997
ENSG00000255198	26.8666	1.05876	1.46814	3.66105	30.2647
ENSG00000255248	14.3721	5.02809	3.81732	5.37964	17.0727
ENSG00000255284	4.13129	0.293153	0.155692	0.421113	3.71796
ENSG00000255390	7.9426	0.363717	0.436285	1.71468	9.01754
ENSG00000255399	15.4709	0.0733437	0.0436935	0.582159	16.9817
ENSG00000255435	2.45725	0	0	0	5.99712
ENSG00000255458	1.56006	0.495224	1.08138	2.15276	0.53637
ENSG00000255468	1.928474	0.7919045	0.4740745	1.018204	1.439632
ENSG00000255471	2.27883	0.082191	0.562403	1.38339	0.46301
ENSG00000255498	5.00812	0.289448	1.05396	0.507334	3.81405
ENSG00000255517	2.21721	0.435337	0.306765	0.363053	1.88744
ENSG00000255717	23.3525	5.55309	1.96227	3.6958	36.6176
ENSG00000255750	3.92615	3.49384	1.79811	7.27608	1.99232
ENSG00000255857	2.78614	0.481977	0.433986	0.931675	3.17065
ENSG00000255867	1.08552	1.07911	0.890975	0.611567	1.03853
ENSG00000255949	7.72467	1.20011	0.435475	0.843525	8.41741
ENSG00000256007	27.2213	3.73838	2.84036	8.18147	31.6658
ENSG00000256013	16.656	2.85655	1.86936	4.3552	28.2273
ENSG00000256034	19.9834	1.45068	2.22573	2.62448	11.9868
ENSG00000256073	10.5816	0.596912	0.214774	0.105536	8.39939
ENSG00000256152	15.7956	2.07874	1.04696	1.62418	16.1521
ENSG00000256185	5.96016	0	0	0	11.0857
ENSG00000256364	42.4918	6.44638	2.839	6.81103	45.3448
ENSG00000256469	8.92719	3.74949	2.25781	2.98987	13.538
ENSG00000256512	1.42758	0	0	0.92271	0
ENSG00000256540	0.713466	0.823261	0.249589	0.218765	3.28904
ENSG00000256569	6.10767	3.19497	0.509603	1.98672	8.81639
ENSG00000256633	1.05899	0.933299	0.140274	0.274509	1.08321
ENSG00000256694	1.42379	1.12795	0.31148	0.384152	3.6445
ENSG00000256751	4.17878	0.201167	0	0	3.07848
ENSG00000257000	3.222	0.897297	0.406544	1.38072	5.11243
ENSG00000257151	3.65231	1.1229	0.731037	1.38676	4.76556
ENSG00000257181	6.09255	1.91965	0.401802	1.586	7.05412
ENSG00000257225	0.979801	0.448215	0.343488	1.39304	1.15341
ENSG00000257252	4.01703	0.483131	1.11205	0.185535	1.84607
ENSG00000257261	3.74672	0.832149	0.517322	0.26247	10.0489
ENSG00000257270	43.0089	2.06467	2.57861	2.49195	55.1364
ENSG00000257303	5.98414	0.264452	0	0.306127	4.85073
ENSG00000257337	16.6222	2.03835	1.77031	2.59917	14.0558
ENSG00000257342	68.166	8.48326	3.03172	8.26376	54.9601
ENSG00000257379	1.52586	0.000110002	0.175806	0.700536	1.13607
ENSG00000257386	12.9966	0.653952	0.895327	3.71815	15.5837
ENSG00000257453	11.3428	1.69145	1.01921	5.62905	8.81639
ENSG00000257524	6.92921	0.539076	0.0915409	1.10718	8.27297
ENSG00000257553	25.6657	3.20306	0.970391	1.17097	33.1147
ENSG00000257607	6.4875	1.18331	0.688972	1.33786	9.02166
ENSG00000257621	16.3434	6.06871	2.77312	9.55975	20.9553
ENSG00000257663	24.3224	5.61749	0.868727	2.54855	21.8629
ENSG00000257698	20.0386	1.10777	0	0	21.6461
ENSG00000257764	10.3972	7.33506	0.54413	4.98031	11.4612
ENSG00000257815	2.74836	0.758276	0.458992	0.443854	3.30546
ENSG00000257900	2.20192	0.717983	0.427624	0.76504	1.52977
ENSG00000258017	14.2517	16.8972	1.37432	3.13946	11.3921
ENSG00000258034	1.24526	1.32514	0.600245	2.13655	1.25139
ENSG00000258048	1.01565	0	0	1.55231	2.18711
ENSG00000258056	13.4363	0.386749	0.404321	0.457143	9.58203
ENSG00000258092	27.7931	1.47636	0.454487	1.70757	22.1184
ENSG00000258177	0.842728	0.623998	0.564789	1.28131	1.15483
ENSG00000258199	5.41842	0	0	0.776497	6.24107
ENSG00000258232	85.2235	97.499	3.56588	9.16102	41.6664
ENSG00000258260	20.7028	0.532697	2.34913	1.0259	11.8102
ENSG00000258297	5.13265	0.783109	0.123962	1.06298	8.62216
ENSG00000258301	21.4711	1.24527	0.563004	2.18364	23.2426
ENSG00000258317	1.79531	1.11467	0.400847	1.08437	2.11237
ENSG00000258377	5.43154	3.09319	0.423093	1.32459	5.82542
ENSG00000258399	0.633813	0	0.934825	3.51304	0.237121
ENSG00000258424	1.05696	0	0	0.795872	1.70705
ENSG00000258425	1.01888	0.564246	0.191563	4.46812	0.92826
ENSG00000258444	8.99802	0	12.1269	1.54613	6.45881
ENSG00000258498	11.7827	0.0573228	0.0255886	0.111919	0.793592
ENSG00000258504	15.0966	2.16913	0.952409	1.80687	13.4038
ENSG00000258554	2.03646	0.189602	0	1.00206	3.43518
ENSG00000258602	14.5427	0	0.330917	0	6.15145
ENSG00000258646	5.02507	0.911606	0.619696	1.40249	3.0784
ENSG00000258655	6.28534	1.28476	0.30963	0.219199	5.57413
ENSG00000258666	3.06163	1.57483	1.43618	0.827019	7.19231
ENSG00000258667	2.27806	1.83636	0.923139	1.61636	2.29196
ENSG00000258676	0.708395	0	0.508329	0.249517	0.51071
ENSG00000258749	12.4612	1.43601	1.19161	0.488475	12.2387
ENSG00000258757	3.44091	1.09874	0.165458	0.97621	5.03301
ENSG00000258761	20.0141	0.402335	0.363984	0.531281	14.0505
ENSG00000258892	6.37819	3.15458e-09	9.83453e-16	1.47652	3.87376
ENSG00000258959	30.2282	2.61987	1.15001	1.2341	29.76
ENSG00000258985	3.12525	1.01579	0.618607	1.77601	3.02848
ENSG00000259007	2.87706	1.63887	0.212299	1.85185	2.51692
ENSG00000259037	38.6726	0.797188	3.42525	1.22825	95.5982
ENSG00000259049	6.71852	1.49026	0	1.13213	9.22625
ENSG00000259065	9.28348	0.201617	0	0.177483	13.7858
ENSG00000259081	20.3393	0	1.06755	0.59522	20.737
ENSG00000259238	4.81371	0.592906	0.539999	0.259714	4.22819
ENSG00000259248	5.56649	0.865044	0.196484	1.53791	5.67301
ENSG00000259291	18.0037	1.50786	3.69063	2.10752	21.4028
ENSG00000259319	5.9965	1.10216	1.89416	0.617538	4.42859
ENSG00000259330	18.3717	3.20717	0.482799	0.628151	33.4183
ENSG00000259352	5.61885	0.136869	0	0.360137	7.8648
ENSG00000259357	23.8705	5.22651	0.597178	3.88707	26.3708
ENSG00000259370	10.9187	1.83562	1.09128	0.577068	7.41734
ENSG00000259407	8.73698	2.01459	1.53834	2.49569	18.1644
ENSG00000259460	0.857715	0.732369	0.664562	1.07219	1.12873
ENSG00000259498	4.97178	2.35443	1.82051	1.19839	1.4735
ENSG00000259520	3.52661	0.2293	0.0888044	0.488371	0.24574
ENSG00000259544	0.671172	0.563818	1.01921	2.64897	1.22851
ENSG00000259583	1.50236	1.99584	0.348967	2.05381	3.42466
ENSG00000259627	27.6237	3.55888	1.33656	3.40325	21.9977
ENSG00000259661	35.229	1.00545	1.01793	0.999622	34.8844
ENSG00000259687	5.70487	0.0177972	0.00641385	0.157145	0.716911
ENSG00000259760	1.21314	0	0	0	1.30619
ENSG00000259813	4.43301	0	0	0	2.86383
ENSG00000259884	180.086	1.19677	5.84402	8.26898	134.178
ENSG00000259939	8.06185	1.44724	0.263489	0.761001	10.1269
ENSG00000259945	15.6375	0.3841	0.704009	0.670017	25.9831
ENSG00000259952	14.9541	4.93653	0.892964	1.56477	11.71
ENSG00000259972	88.6136	12.4936	4.13665	6.28458	97.6376
ENSG00000259976	20.1528	5.26015	1.81633	3.21689	18.9841
ENSG00000260018	1.86263	0	0.190135	0	1.25344
ENSG00000260025	6.09424	1.01579	0.618607	0.592003	4.54272
ENSG00000260032	34.5211	4.13994	4.03807	8.56768	35.7197
ENSG00000260111	4.68931	1.07802	0.649195	0.316684	4.09379
ENSG00000260136	2.96249	1.39031	0.432061	1.44683	2.05595
ENSG00000260186	2.42244	0.547313	0.288803	0.450868	1.79588
ENSG00000260231	4.45557	0.421338	0.401441	0.657164	5.81603
ENSG00000260246	18.4069	0.944569	1.13001	2.55779	14.6326
ENSG00000260260	11.8064	0.748093	0.342546	1.30562	10.1299
ENSG00000260276	1.04225	1.0184	0.509055	0.299016	2.49186
ENSG00000260280	1.11338	0.437671	0.0874123	1.12602	1.93586
ENSG00000260304	7.27201	2.4482	0.888657	2.15043	8.03586
ENSG00000260349	0.691321	2.77385	0.624625	1.22485	0.694726
ENSG00000260350	3.19865	0.810861	0.982859	0.711317	5.58166
ENSG00000260366	0.349974	1.26544	0.844729	0.982173	0.376819
ENSG00000260398	0.801039	0.306127	0.252497	0.251036	1.31184
ENSG00000260425	1.07805	1.61282	0.280792	2.91846	2.78577
ENSG00000260448	1.39372	1.28142	1.07629	1.10555	1.68099
ENSG00000260465	19.429	2.45388	0.686518	2.31294	21.8798
ENSG00000260492	1.62307	0	0.165458	0.161357	4.56063
ENSG00000260528	1.7327335	0.610734	0.2874465	1.198045	1.474719
ENSG00000260541	0.776844	0	0.969002	1.32058	0.836433
ENSG00000260565	5.61507	1.7584	0.860269	2.13833	6.26661
ENSG00000260630	4.62432	0.141645	0.395329	1.03923	3.24025
ENSG00000260658	2.05993	2.61437	4.24536	1.3338	1.25683
ENSG00000260693	1.41888	0.826006	1.57633	2.42894	1.29505
ENSG00000260708	2.92615	0.461625	0.277495	0	3.93826
ENSG00000260735	2.74374	2.04888	1.13449	2.62801	3.53438
ENSG00000260778	0.895183	1.14264	0.661014	1.47387	0.861522
ENSG00000260804	2.5421	1.27124	0.0757521	0.326175	3.26178
ENSG00000260807	2.58484	0.630292	0.533073	0.912443	2.9517
ENSG00000260808	3.87481	1.97753	0.796162	0.747489	4.69603
ENSG00000260837	2.86514	0.178605	0.533304	0.580711	3.88968
ENSG00000260853	5.98909	0.245956	0.0449631	1.9356	7.77633
ENSG00000260892	4.50588	1.14266	1.03297	1.50971	7.20376
ENSG00000260894	28.9936	0	0	0.773066	31.2176
ENSG00000260923	30.5375	1.17429	1.16192	1.43789	18.688
ENSG00000260934	39.8442	7.55487	2.73672	1.51904	44.8939
ENSG00000261054	13.8326	0.700174	3.06807	1.27439	10.4245
ENSG00000261061	9.11329	1.82313	0.45584	0.734227	4.54842
ENSG00000261064	1.3253753	0.8020125	1.218868	1.0096215	1.0742979
ENSG00000261065	2.58968	0.776589	0	0	2.00759
ENSG00000261069	0.769413	4.53842	3.74662	7.64311	0.426768
ENSG00000261093	3.84431	0.994004	0.934293	1.23461	3.19129
ENSG00000261113	6.24656	0.154152	0.219499	1.40524	4.70952
ENSG00000261189	7.07062	0.884837	0.397721	0.684742	12.1046
ENSG00000261195	0.151445	0.29916	0	0.338468	0.369443
ENSG00000261270	0.498374	1.09165	0.852017	1.81576	0.333216
ENSG00000261295	1.36	0.477034	0.860583	0.841705	0.995736
ENSG00000261329	0.698214	0.293604	0.370248	0.48494	0.305406
ENSG00000261353	6.08767	0	0	1.95844	4.36975
ENSG00000261434	44.5217	0	1.3742	1.17164	30.4186
ENSG00000261532	4.68722	1.65163	0.497451	0.808495	5.81779
ENSG00000261663	0.788722	0.436998	0.73143	0.817634	1.16209
ENSG00000261684	11.4992	1.26685	0.0606762	0.85469	15.3852
ENSG00000261707	17.1999	0	0.561365	0.551331	17.5123
ENSG00000261713	0.0179842	2.06225	4.36995	3.65881	2.16701
ENSG00000261759	8.62263	3.11841	0.375585	1.4334	11.341
ENSG00000261766	0.216604	0.384414	1.17803	2.7397	0.855134
ENSG00000261779	5.10336	0	0	0.780983	13.1876
ENSG00000261790	5.69807	0.198365	0.358851	0.452481	3.78693
ENSG00000261801	1.28023	1.02035	0.481092	1.25406	1.892
ENSG00000261822	2.70055	0.0742264	0.052219	0.712703	4.5523
ENSG00000261824	6.64568	3.23232	1.22332	3.08066	4.59447
ENSG00000261845	4.27252	1.98992	0.214203	1.05763	7.28153
ENSG00000261971	2.06485	0.464396	0.778397	1.1568	4.40455
ENSG00000262049	7.31222	1.04254	0.391042	0.891431	7.62571
ENSG00000262061	2.01347	0.219568	0.19904	0.565196	3.97297
ENSG00000262112	1.25015	2.21804	0.364852	0.887528	1.82111
ENSG00000262160	5.66978	0.755524	0.40018	1.31722	5.35134
ENSG00000262211	1.267	17.544	3.94693	17.2765	1.01214
ENSG00000262222	18.1686	1.88273	1.43307	0.891605	15.1445
ENSG00000262370	1.76964	1.18298	0.218719	0.389651	3.23084
ENSG00000262410	2.48849	0.969032	0.974475	1.39779	2.88716
ENSG00000262413	72.8143	11.312	2.14055	5.72206	83.1663
ENSG00000262429	9.07204	0	0.430572	0.417149	9.17592
ENSG00000262454	2.92309	0.446028	0.4317	0.387806	0.54216
ENSG00000262477	4.48395	3.57026	0.99393	2.19081	5.3672
ENSG00000262533	34.8186	7.20927	1.51317	3.16099	45.0119
ENSG00000262580	1.01632	0.576888	0.0515272	1.01461	0.905077
ENSG00000262692	0.289519	0.934661	0.803313	2.60965	0.311727
ENSG00000262791	3.40362	1.23824	0.449551	1.08748	5.02587
ENSG00000262831	137.965	21.424	4.66069	15.4108	125.012
ENSG00000262879	4.51634	1.72543	0.801666	3.51393	4.24539
ENSG00000262967	11.9136	1.92087	0.700675	0.912045	15.9781
ENSG00000263004	3.22691	0.372675	0.0429029	0.560918	5.63364
ENSG00000263072	5.08928	1.35546	0.928391	2.15221	5.28561
ENSG00000263165	14.3916	4.29544	1.3614	2.26727	14.5485
ENSG00000263171	3.22244	1.3909	0	0.243931	2.85004
ENSG00000263218	23.2582	1.4935	1.04638	1.15538	18.4007
ENSG00000263345	2.43506	1.00278	0.719758	0.571975	3.18841
ENSG00000263388	48.9548	0	0	0	36.897
ENSG00000263585	6.05724	0.508515	0	1.11613	4.23921
ENSG00000263707	2.91836	0	0.707264	0.672973	7.12236
ENSG00000263753	18.8947	0.835004	0.285209	1.09663	18.5238
ENSG00000263756	8.99244	1.47761	1.50212	2.11554	10.6716
ENSG00000263766	23.5395	3.09046	1.98043	3.41668	30.6683
ENSG00000263873	15.7897	1.15595	0.596076	7.86467	6.62849
ENSG00000263986	61.0438	3.06829	2.58081	6.1683	54.6686
ENSG00000264019	15.0361	3.03032	1.14763	2.81337	10.2015
ENSG00000264044	6.61059	5.64057	2.51714	3.59503	2.91862
ENSG00000264235	2.20023	1.81176	2.08855	1.11672	0.856853
ENSG00000264247	12.9757	0.771694	0.367078	0.561146	12.3585
ENSG00000264272	20.3199	1.49965	0.969962	0.958067	19.9052
ENSG00000264299	5.79112	0.40178	0.241184	1.08841	7.47288
ENSG00000264558	104.049	23.3492	8.25245	8.17201	101.361
ENSG00000264577	44.2789	1.75855	0.114367	0.192919	43.0748
ENSG00000264578	16.9337	1.11314	0.250669	1.2288	18.5564
ENSG00000264666	2.37109	0	0	0.264935	1.82355
ENSG00000264920	67.1852	11.7527	5.7211	5.77259	79.392
ENSG00000264937	3.32947	0.673906	0	0.579292	2.3899
ENSG00000264982	1.79348	2.21113	0.46834	0.919347	2.98853
ENSG00000265073	0.44798	0.885248	0.168412	1.141	1.76894
ENSG00000265096	1.74664	0	0	0.261471	10.2792
